0,-0.364523,0,0
0.001,0.366419,0,0.0314108
0.002,0.531658,0,0.0627905
0.003,-0.184858,0,0.0941083
0.004,-0.0664997,0,0.125333
0.005,0.203655,0,0.156434
0.006,-0.124237,0,0.187381
0.007,0.711025,0,0.218143
0.008,0.745151,0,0.24869
0.009,0.746686,0,0.278991
0.01,0.534856,0,0.309017
0.011,0.819848,0,0.338738
0.012,-0.0220137,0,0.368125
0.013,0.695254,0,0.397148
0.014,0.222809,0,0.425779
0.015,-0.041226,0,0.45399
0.016,0.0942182,0,0.481754
0.017,0.648805,0,0.509041
0.018,0.914257,0,0.535827
0.019,0.565746,0,0.562083
0.02,0.885714,0,0.587785
0.021,0.474201,0,0.612907
0.022,0.349348,0,0.637424
0.023,0.842671,0,0.661312
0.024,0.583286,0,0.684547
0.025,0.947754,0,0.707107
0.026,0.703727,0,0.728969
0.027,0.672199,0,0.750111
0.028,0.444378,0,0.770513
0.029,0.592068,0,0.790155
0.03,1.1063,0,0.809017
0.031,0.643631,0,0.827081
0.032,1.21676,0,0.844328
0.033,0.509856,0,0.860742
0.034,1.37038,0,0.876307
0.035,1.21291,0,0.891007
0.036,0.53001,0,0.904827
0.037,1.1815,0,0.917755
0.038,0.920366,0,0.929776
0.039,1.10449,0,0.940881
0.04,0.576953,0,0.951057
0.041,0.670503,0,0.960294
0.042,0.5198,0,0.968583
0.043,0.512358,0,0.975917
0.044,0.891018,0,0.982287
0.045,0.945677,0,0.987688
0.046,0.979684,0,0.992115
0.047,1.28954,0,0.995562
0.048,1.4189,0,0.998027
0.049,1.30704,0,0.999507
0.05,1.20577,0,1
0.051,0.502325,0,0.999507
0.052,1.20873,0,0.998027
0.053,1.13952,0,0.995562
0.054,0.948148,0,0.992115
0.055,1.26161,0,0.987688
0.056,1.05604,0,0.982287
0.057,1.35267,0,0.975917
0.058,1.27676,0,0.968583
0.059,0.478068,0,0.960294
0.06,1.2723,0,0.951057
0.061,1.26172,0,0.940881
0.062,1.36985,0,0.929776
0.063,0.830421,0,0.917755
0.064,0.827992,0,0.904827
0.065,0.971963,0,0.891007
0.066,0.534364,0,0.876307
0.067,1.12247,0,0.860742
0.068,0.574484,0,0.844328
0.069,1.13682,0,0.827081
0.07,1.29754,0,0.809017
0.071,0.622603,0,0.790155
0.072,0.570345,0,0.770513
0.073,0.26365,0,0.750111
0.074,0.446206,0,0.728969
0.075,1.11447,0,0.707107
0.076,1.03301,0,0.684547
0.077,1.11633,0,0.661312
0.078,0.916322,0,0.637424
0.079,1.10037,0,0.612907
0.08,0.155381,0,0.587785
0.081,0.855681,0,0.562083
0.082,0.63033,0,0.535827
0.083,0.74184,0,0.509041
0.084,0.676987,0,0.481754
0.085,0.63381,0,0.45399
0.086,0.3181,0,0.425779
0.087,0.458705,0,0.397148
0.088,0.0761926,0,0.368125
0.089,0.366109,0,0.338738
0.09,0.213226,0,0.309017
0.091,0.131754,0,0.278991
0.092,0.341514,0,0.24869
0.093,0.0744884,0,0.218143
0.094,0.652348,0,0.187381
0.095,-0.189127,0,0.156434
0.096,0.0202414,0,0.125333
0.097,-0.0185958,0,0.0941083
0.098,0.289745,0,0.0627905
0.099,-0.0800194,0,0.0314108
0.1,0.427493,0,1.22465e-16
0.101,-0.0952932,0,-0.0314108
0.102,0.299888,0,-0.0627905
0.103,0.0262517,0,-0.0941083
0.104,-0.505786,0,-0.125333
0.105,-0.184478,0,-0.156434
0.106,-0.347162,0,-0.187381
0.107,-0.188301,0,-0.218143
0.108,-0.0325892,0,-0.24869
0.109,0.209388,0,-0.278991
0.11,-0.0885235,0,-0.309017
0.111,0.0738396,0,-0.338738
0.112,-0.362626,0,-0.368125
0.113,-0.338879,0,-0.397148
0.114,-0.422589,0,-0.425779
0.115,-0.491516,0,-0.45399
0.116,-0.435162,0,-0.481754
0.117,-0.561457,0,-0.509041
0.118,-0.181376,0,-0.535827
0.119,-0.457852,0,-0.562083
0.12,-0.589241,0,-0.587785
0.121,-0.132981,0,-0.612907
0.122,-1.10311,0,-0.637424
0.123,-0.18431,0,-0.661312
0.124,-0.821361,0,-0.684547
0.125,-0.527587,0,-0.707107
0.126,-0.882735,0,-0.728969
0.127,-0.394236,0,-0.750111
0.128,-1.22545,0,-0.770513
0.129,-0.630036,0,-0.790155
0.13,-0.559076,0,-0.809017
0.131,-1.19408,0,-0.827081
0.132,-0.361967,0,-0.844328
0.133,-1.26539,0,-0.860742
0.134,-1.09363,0,-0.876307
0.135,-0.588895,0,-0.891007
0.136,-1.32727,0,-0.904827
0.137,-0.79037,0,-0.917755
0.138,-1.42168,0,-0.929776
0.139,-0.760594,0,-0.940881
0.14,-0.917123,0,-0.951057
0.141,-1.02163,0,-0.960294
0.142,-1.26903,0,-0.968583
0.143,-1.33792,0,-0.975917
0.144,-1.09995,0,-0.982287
0.145,-0.725267,0,-0.987688
0.146,-1.45164,0,-0.992115
0.147,-1.24261,0,-0.995562
0.148,-0.993256,0,-0.998027
0.149,-0.676902,0,-0.999507
0.15,-0.518277,0,-1
0.151,-0.676051,0,-0.999507
0.152,-1.1962,0,-0.998027
0.153,-1.44762,0,-0.995562
0.154,-1.24427,0,-0.992115
0.155,-0.943632,0,-0.987688
0.156,-0.594561,0,-0.982287
0.157,-1.13208,0,-0.975917
0.158,-1.43531,0,-0.968583
0.159,-1.29742,0,-0.960294
0.16,-0.573693,0,-0.951057
0.161,-1.23058,0,-0.940881
0.162,-1.15702,0,-0.929776
0.163,-0.925313,0,-0.917755
0.164,-1.18141,0,-0.904827
0.165,-0.900705,0,-0.891007
0.166,-0.421363,0,-0.876307
0.167,-0.708773,0,-0.860742
0.168,-0.586824,0,-0.844328
0.169,-0.891835,0,-0.827081
0.17,-0.756136,0,-0.809017
0.171,-1.237,0,-0.790155
0.172,-0.948002,0,-0.770513
0.173,-0.84513,0,-0.750111
0.174,-0.320535,0,-0.728969
0.175,-0.39797,0,-0.707107
0.176,-0.926251,0,-0.684547
0.177,-1.03147,0,-0.661312
0.178,-0.644097,0,-0.637424
0.179,-0.734407,0,-0.612907
0.18,-0.369315,0,-0.587785
0.181,-0.774278,0,-0.562083
0.182,-0.412391,0,-0.535827
0.183,-0.197167,0,-0.509041
0.184,-0.669246,0,-0.481754
0.185,-0.56828,0,-0.45399
0.186,-0.58185,0,-0.425779
0.187,-0.0813788,0,-0.397148
0.188,-0.198839,0,-0.368125
0.189,-0.459319,0,-0.338738
0.19,-0.35052,0,-0.309017
0.191,-0.475377,0,-0.278991
0.192,0.161875,0,-0.24869
0.193,-0.229526,0,-0.218143
0.194,0.0684086,0,-0.187381
0.195,-0.548373,0,-0.156434
0.196,-0.231743,0,-0.125333
0.197,0.276078,0,-0.0941083
0.198,-0.20193,0,-0.0627905
0.199,0.385707,0,-0.0314108
0.2,0.0438055,0,-2.44929e-16
0.201,-0.328445,0,0.0314108
0.202,-0.237337,0,0.0627905
0.203,0.543033,0,0.0941083
0.204,0.615443,0,0.125333
0.205,-0.10349,0,0.156434
0.206,-0.296098,0,0.187381
0.207,0.106758,0,0.218143
0.208,0.528379,0,0.24869
0.209,0.255629,0,0.278991
0.21,0.349155,0,0.309017
0.211,-0.142811,0,0.338738
0.212,0.768308,0,0.368125
0.213,0.0916433,0,0.397148
0.214,0.811777,0,0.425779
0.215,0.395214,0,0.45399
0.216,0.129583,0,0.481754
0.217,0.248544,0,0.509041
0.218,0.83548,0,0.535827
0.219,0.535098,0,0.562083
0.22,0.177608,0,0.587785
0.221,0.757458,0,0.612907
0.222,0.770488,0,0.637424
0.223,0.745694,0,0.661312
0.224,0.911201,0,0.684547
0.225,0.561745,0,0.707107
0.226,0.909375,0,0.728969
0.227,0.957433,0,0.750111
0.228,0.432842,0,0.770513
0.229,0.423891,0,0.790155
0.23,0.758573,0,0.809017
0.231,0.369135,0,0.827081
0.232,1.14169,0,0.844328
0.233,0.528298,0,0.860742
0.234,1.20752,0,0.876307
0.235,0.71597,0,0.891007
0.236,1.06061,0,0.904827
0.237,0.837945,0,0.917755
0.238,1.21169,0,0.929776
0.239,0.554073,0,0.940881
0.24,1.44459,0,0.951057
0.241,0.641867,0,0.960294
0.242,1.23151,0,0.968583
0.243,0.741837,0,0.975917
0.244,0.726426,0,0.982287
0.245,0.588427,0,0.987688
0.246,0.836443,0,0.992115
0.247,0.777189,0,0.995562
0.248,1.46667,0,0.998027
0.249,0.713279,0,0.999507
0.25,1.10593,0,1
0.251,0.726058,0,0.999507
0.252,0.687932,0,0.998027
0.253,0.897133,0,0.995562
0.254,0.905405,0,0.992115
0.255,0.657841,0,0.987688
0.256,0.781339,0,0.982287
0.257,1.11239,0,0.975917
0.258,0.620157,0,0.968583
0.259,1.22954,0,0.960294
0.26,1.33503,0,0.951057
0.261,1.4001,0,0.940881
0.262,0.447843,0,0.929776
0.263,1.0006,0,0.917755
0.264,1.17168,0,0.904827
0.265,0.718804,0,0.891007
0.266,0.505373,0,0.876307
0.267,0.652703,0,0.860742
0.268,1.19144,0,0.844328
0.269,0.557845,0,0.827081
0.27,0.810991,0,0.809017
0.271,0.291753,0,0.790155
0.272,0.283052,0,0.770513
0.273,0.536698,0,0.750111
0.274,0.327668,0,0.728969
0.275,0.591862,0,0.707107
0.276,0.539896,0,0.684547
0.277,0.881283,0,0.661312
0.278,0.202869,0,0.637424
0.279,0.626766,0,0.612907
0.28,0.511764,0,0.587785
0.281,0.751885,0,0.562083
0.282,0.28977,0,0.535827
0.283,0.410561,0,0.509041
0.284,0.24623,0,0.481754
0.285,0.888241,0,0.45399
0.286,0.398305,0,0.425779
0.287,0.508064,0,0.397148
0.288,0.356526,0,0.368125
0.289,0.353257,0,0.338738
0.29,0.0540362,0,0.309017
0.291,0.111996,0,0.278991
0.292,0.251052,0,0.24869
0.293,0.314201,0,0.218143
0.294,-0.00246269,0,0.187381
0.295,0.619432,0,0.156434
0.296,-0.142266,0,0.125333
0.297,0.341013,0,0.0941083
0.298,-0.114677,0,0.0627905
0.299,-0.150357,0,0.0314108
0.3,0.452472,0,3.67394e-16
0.301,0.00331029,0,-0.0314108
0.302,0.309015,0,-0.0627905
0.303,0.340494,0,-0.0941083
0.304,0.0417808,0,-0.125333
0.305,-0.366745,0,-0.156434
0.306,-0.621857,0,-0.187381
0.307,-0.486255,0,-0.218143
0.308,-0.0439662,0,-0.24869
0.309,-0.583884,0,-0.278991
0.31,-0.386799,0,-0.309017
0.311,0.0973171,0,-0.338738
0.312,-0.725907,0,-0.368125
0.313,-0.253967,0,-0.397148
0.314,-0.453047,0,-0.425779
0.315,-0.517058,0,-0.45399
0.316,-0.737434,0,-0.481754
0.317,-0.503122,0,-0.509041
0.318,-0.128883,0,-0.535827
0.319,-0.985579,0,-0.562083
0.32,-0.373881,0,-0.587785
0.321,-0.495702,0,-0.612907
0.322,-0.94834,0,-0.637424
0.323,-0.76433,0,-0.661312
0.324,-0.906883,0,-0.684547
0.325,-0.349007,0,-0.707107
0.326,-0.320032,0,-0.728969
0.327,-0.632832,0,-0.750111
0.328,-1.08969,0,-0.770513
0.329,-0.775131,0,-0.790155
0.33,-0.484385,0,-0.809017
0.331,-0.967756,0,-0.827081
0.332,-0.528211,0,-0.844328
0.333,-1.06735,0,-0.860742
0.334,-1.20419,0,-0.876307
0.335,-0.898217,0,-0.891007
0.336,-1.2095,0,-0.904827
0.337,-0.553447,0,-0.917755
0.338,-1.22558,0,-0.929776
0.339,-0.824608,0,-0.940881
0.34,-0.573006,0,-0.951057
0.341,-1.06782,0,-0.960294
0.342,-0.522006,0,-0.968583
0.343,-1.30922,0,-0.975917
0.344,-0.51041,0,-0.982287
0.345,-0.923723,0,-0.987688
0.346,-0.893746,0,-0.992115
0.347,-1.36434,0,-0.995562
0.348,-0.931249,0,-0.998027
0.349,-0.945126,0,-0.999507
0.35,-1.18951,0,-1
0.351,-1.37886,0,-0.999507
0.352,-0.760236,0,-0.998027
0.353,-1.25284,0,-0.995562
0.354,-0.669256,0,-0.992115
0.355,-1.30221,0,-0.987688
0.356,-1.16961,0,-0.982287
0.357,-0.594191,0,-0.975917
0.358,-0.79437,0,-0.968583
0.359,-0.720996,0,-0.960294
0.36,-1.38851,0,-0.951057
0.361,-1.30932,0,-0.940881
0.362,-1.33982,0,-0.929776
0.363,-1.40944,0,-0.917755
0.364,-0.948317,0,-0.904827
0.365,-0.756703,0,-0.891007
0.366,-0.846544,0,-0.876307
0.367,-0.862873,0,-0.860742
0.368,-1.00853,0,-0.844328
0.369,-1.07426,0,-0.827081
0.37,-1.07534,0,-0.809017
0.371,-1.11699,0,-0.790155
0.372,-0.674532,0,-0.770513
0.373,-0.523218,0,-0.750111
0.374,-0.351396,0,-0.728969
0.375,-0.499947,0,-0.707107
0.376,-0.949782,0,-0.684547
0.377,-0.683316,0,-0.661312
0.378,-1.11921,0,-0.637424
0.379,-0.365576,0,-0.612907
0.38,-0.433062,0,-0.587785
0.381,-0.984016,0,-0.562083
0.382,-0.563058,0,-0.535827
0.383,-0.0125663,0,-0.509041
0.384,-0.449656,0,-0.481754
0.385,-0.0545545,0,-0.45399
0.386,-0.152878,0,-0.425779
0.387,-0.693388,0,-0.397148
0.388,0.0389841,0,-0.368125
0.389,-0.463925,0,-0.338738
0.39,0.0390719,0,-0.309017
0.391,-0.452292,0,-0.278991
0.392,-0.421953,0,-0.24869
0.393,-0.0589326,0,-0.218143
0.394,-0.100616,0,-0.187381
0.395,-0.607451,0,-0.156434
0.396,0.144632,0,-0.125333
0.397,-0.102356,0,-0.0941083
0.398,-0.0746065,0,-0.0627905
0.399,-0.102284,0,-0.0314108
0.4,-0.105272,0,-4.89859e-16
0.401,0.307865,0,0.0314108
0.402,0.537545,0,0.0627905
0.403,0.342613,0,0.0941083
0.404,0.259835,0,0.125333
0.405,-0.271385,0,0.156434
0.406,0.320745,0,0.187381
0.407,0.247064,0,0.218143
0.408,0.0448575,0,0.24869
0.409,0.104319,0,0.278991
0.41,0.440137,0,0.309017
0.411,0.833243,0,0.338738
0.412,0.384172,0,0.368125
0.413,0.621602,0,0.397148
0.414,0.171354,0,0.425779
0.415,0.28633,0,0.45399
0.416,0.730363,0,0.481754
0.417,0.692008,0,0.509041
0.418,0.717098,0,0.535827
0.419,0.140926,0,0.562083
0.42,0.546722,0,0.587785
0.421,0.811054,0,0.612907
0.422,0.205309,0,0.637424
0.423,0.230452,0,0.661312
0.424,0.71159,0,0.684547
0.425,0.469156,0,0.707107
0.426,0.712344,0,0.728969
0.427,0.380917,0,0.750111
0.428,0.364954,0,0.770513
0.429,0.410537,0,0.790155
0.43,1.27885,0,0.809017
0.431,1.08336,0,0.827081
0.432,0.612504,0,0.844328
0.433,1.08565,0,0.860742
0.434,0.792069,0,0.876307
0.435,0.865725,0,0.891007
0.436,0.460268,0,0.904827
0.437,1.0315,0,0.917755
0.438,0.920396,0,0.929776
0.439,1.34536,0,0.940881
0.44,1.38627,0,0.951057
0.441,1.37857,0,0.960294
0.442,0.772408,0,0.968583
0.443,1.26602,0,0.975917
0.444,0.708515,0,0.982287
0.445,0.93664,0,0.987688
0.446,1.00222,0,0.992115
0.447,0.726194,0,0.995562
0.448,1.20991,0,0.998027
0.449,1.48396,0,0.999507
0.45,1.15521,0,1
0.451,0.772174,0,0.999507
0.452,0.967042,0,0.998027
0.453,0.498563,0,0.995562
0.454,0.938539,0,0.992115
0.455,1.45863,0,0.987688
0.456,0.786951,0,0.982287
0.457,0.691026,0,0.975917
0.458,0.716168,0,0.968583
0.459,1.26674,0,0.960294
0.46,0.937428,0,0.951057
0.461,0.848383,0,0.940881
0.462,0.645406,0,0.929776
0.463,0.958007,0,0.917755
0.464,1.12785,0,0.904827
0.465,0.6747,0,0.891007
0.466,0.919169,0,0.876307
0.467,1.11667,0,0.860742
0.468,0.676305,0,0.844328
0.469,1.12884,0,0.827081
0.47,1.16609,0,0.809017
0.471,0.305047,0,0.790155
